E:\CSE\AI&ML\complete_self_driving_car_udemy\data\IMG\center_2020_09_18_18_58_15_882.jpg, E:\CSE\AI&ML\complete_self_driving_car_udemy\data\IMG\left_2020_09_18_18_58_15_882.jpg, E:\CSE\AI&ML\complete_self_driving_car_udemy\data\IMG\right_2020_09_18_18_58_15_882.jpg, 0, 0, 0, 7.847165E-05
E:\CSE\AI&ML\complete_self_driving_car_udemy\data\IMG\center_2020_09_18_18_58_16_014.jpg, E:\CSE\AI&ML\complete_self_driving_car_udemy\data\IMG\left_2020_09_18_18_58_16_014.jpg, E:\CSE\AI&ML\complete_self_driving_car_udemy\data\IMG\right_2020_09_18_18_58_16_014.jpg, 0, 0, 0, 7.842523E-05
E:\CSE\AI&ML\complete_self_driving_car_udemy\data\IMG\center_2020_09_18_18_58_16_114.jpg, E:\CSE\AI&ML\complete_self_driving_car_udemy\data\IMG\left_2020_09_18_18_58_16_114.jpg, E:\CSE\AI&ML\complete_self_driving_car_udemy\data\IMG\right_2020_09_18_18_58_16_114.jpg, 0, 0, 0, 7.854973E-05
E:\CSE\AI&ML\complete_self_driving_car_udemy\data\IMG\center_2020_09_18_18_58_16_217.jpg, E:\CSE\AI&ML\complete_self_driving_car_udemy\data\IMG\left_2020_09_18_18_58_16_217.jpg, E:\CSE\AI&ML\complete_self_driving_car_udemy\data\IMG\right_2020_09_18_18_58_16_217.jpg, 0, 0, 0, 7.835415E-05
E:\CSE\AI&ML\complete_self_driving_car_udemy\data\IMG\center_2020_09_18_18_58_16_317.jpg, E:\CSE\AI&ML\complete_self_driving_car_udemy\data\IMG\left_2020_09_18_18_58_16_317.jpg, E:\CSE\AI&ML\complete_self_driving_car_udemy\data\IMG\right_2020_09_18_18_58_16_317.jpg, 0, 0, 0, 7.916431E-05
E:\CSE\AI&ML\complete_self_driving_car_udemy\data\IMG\center_2020_09_18_18_58_16_419.jpg, E:\CSE\AI&ML\complete_self_driving_car_udemy\data\IMG\left_2020_09_18_18_58_16_419.jpg, E:\CSE\AI&ML\complete_self_driving_car_udemy\data\IMG\right_2020_09_18_18_58_16_419.jpg, 0, 0, 0, 8.029403E-05
E:\CSE\AI&ML\complete_self_driving_car_udemy\data\IMG\center_2020_09_18_18_58_16_524.jpg, E:\CSE\AI&ML\complete_self_driving_car_udemy\data\IMG\left_2020_09_18_18_58_16_524.jpg, E:\CSE\AI&ML\complete_self_driving_car_udemy\data\IMG\right_2020_09_18_18_58_16_524.jpg, 0, 0, 0, 7.952591E-05
E:\CSE\AI&ML\complete_self_driving_car_udemy\data\IMG\center_2020_09_18_18_58_16_628.jpg, E:\CSE\AI&ML\complete_self_driving_car_udemy\data\IMG\left_2020_09_18_18_58_16_628.jpg, E:\CSE\AI&ML\complete_self_driving_car_udemy\data\IMG\right_2020_09_18_18_58_16_628.jpg, 0, 0, 0, 7.781104E-05
E:\CSE\AI&ML\complete_self_driving_car_udemy\data\IMG\center_2020_09_18_18_58_16_730.jpg, E:\CSE\AI&ML\complete_self_driving_car_udemy\data\IMG\left_2020_09_18_18_58_16_730.jpg, E:\CSE\AI&ML\complete_self_driving_car_udemy\data\IMG\right_2020_09_18_18_58_16_730.jpg, 0, 0, 0, 7.80667E-05
E:\CSE\AI&ML\complete_self_driving_car_udemy\data\IMG\center_2020_09_18_18_58_16_831.jpg, E:\CSE\AI&ML\complete_self_driving_car_udemy\data\IMG\left_2020_09_18_18_58_16_831.jpg, E:\CSE\AI&ML\complete_self_driving_car_udemy\data\IMG\right_2020_09_18_18_58_16_831.jpg, 0, 0, 0, 7.845054E-05
E:\CSE\AI&ML\complete_self_driving_car_udemy\data\IMG\center_2020_09_18_18_58_16_936.jpg, E:\CSE\AI&ML\complete_self_driving_car_udemy\data\IMG\left_2020_09_18_18_58_16_936.jpg, E:\CSE\AI&ML\complete_self_driving_car_udemy\data\IMG\right_2020_09_18_18_58_16_936.jpg, 0, 0, 0, 7.797222E-05
E:\CSE\AI&ML\complete_self_driving_car_udemy\data\IMG\center_2020_09_18_18_58_17_041.jpg, E:\CSE\AI&ML\complete_self_driving_car_udemy\data\IMG\left_2020_09_18_18_58_17_041.jpg, E:\CSE\AI&ML\complete_self_driving_car_udemy\data\IMG\right_2020_09_18_18_58_17_041.jpg, 0, 0, 0, 7.800936E-05
E:\CSE\AI&ML\complete_self_driving_car_udemy\data\IMG\center_2020_09_18_18_58_17_144.jpg, E:\CSE\AI&ML\complete_self_driving_car_udemy\data\IMG\left_2020_09_18_18_58_17_144.jpg, E:\CSE\AI&ML\complete_self_driving_car_udemy\data\IMG\right_2020_09_18_18_58_17_144.jpg, 0, 0, 0, 7.829336E-05
E:\CSE\AI&ML\complete_self_driving_car_udemy\data\IMG\center_2020_09_18_18_58_17_251.jpg, E:\CSE\AI&ML\complete_self_driving_car_udemy\data\IMG\left_2020_09_18_18_58_17_251.jpg, E:\CSE\AI&ML\complete_self_driving_car_udemy\data\IMG\right_2020_09_18_18_58_17_251.jpg, 0, 0, 0, 8.084939E-05
E:\CSE\AI&ML\complete_self_driving_car_udemy\data\IMG\center_2020_09_18_18_58_17_350.jpg, E:\CSE\AI&ML\complete_self_driving_car_udemy\data\IMG\left_2020_09_18_18_58_17_350.jpg, E:\CSE\AI&ML\complete_self_driving_car_udemy\data\IMG\right_2020_09_18_18_58_17_350.jpg, 0, 0, 0, 7.906522E-05
E:\CSE\AI&ML\complete_self_driving_car_udemy\data\IMG\center_2020_09_18_18_58_17_451.jpg, E:\CSE\AI&ML\complete_self_driving_car_udemy\data\IMG\left_2020_09_18_18_58_17_451.jpg, E:\CSE\AI&ML\complete_self_driving_car_udemy\data\IMG\right_2020_09_18_18_58_17_451.jpg, 0, 0, 0, 7.760422E-05
E:\CSE\AI&ML\complete_self_driving_car_udemy\data\IMG\center_2020_09_18_18_58_17_552.jpg, E:\CSE\AI&ML\complete_self_driving_car_udemy\data\IMG\left_2020_09_18_18_58_17_552.jpg, E:\CSE\AI&ML\complete_self_driving_car_udemy\data\IMG\right_2020_09_18_18_58_17_552.jpg, 0, 0.2605869, 0, 0.2721781
E:\CSE\AI&ML\complete_self_driving_car_udemy\data\IMG\center_2020_09_18_18_58_17_654.jpg, E:\CSE\AI&ML\complete_self_driving_car_udemy\data\IMG\left_2020_09_18_18_58_17_654.jpg, E:\CSE\AI&ML\complete_self_driving_car_udemy\data\IMG\right_2020_09_18_18_58_17_654.jpg, 0, 0.5704419, 0, 0.8628848
E:\CSE\AI&ML\complete_self_driving_car_udemy\data\IMG\center_2020_09_18_18_58_17_760.jpg, E:\CSE\AI&ML\complete_self_driving_car_udemy\data\IMG\left_2020_09_18_18_58_17_760.jpg, E:\CSE\AI&ML\complete_self_driving_car_udemy\data\IMG\right_2020_09_18_18_58_17_760.jpg, 0, 0.92395, 0, 2.043821
E:\CSE\AI&ML\complete_self_driving_car_udemy\data\IMG\center_2020_09_18_18_58_17_861.jpg, E:\CSE\AI&ML\complete_self_driving_car_udemy\data\IMG\left_2020_09_18_18_58_17_861.jpg, E:\CSE\AI&ML\complete_self_driving_car_udemy\data\IMG\right_2020_09_18_18_58_17_861.jpg, 0, 1, 0, 3.209128
E:\CSE\AI&ML\complete_self_driving_car_udemy\data\IMG\center_2020_09_18_18_58_17_966.jpg, E:\CSE\AI&ML\complete_self_driving_car_udemy\data\IMG\left_2020_09_18_18_58_17_966.jpg, E:\CSE\AI&ML\complete_self_driving_car_udemy\data\IMG\right_2020_09_18_18_58_17_966.jpg, 0, 1, 0, 4.383588
E:\CSE\AI&ML\complete_self_driving_car_udemy\data\IMG\center_2020_09_18_18_58_18_069.jpg, E:\CSE\AI&ML\complete_self_driving_car_udemy\data\IMG\left_2020_09_18_18_58_18_069.jpg, E:\CSE\AI&ML\complete_self_driving_car_udemy\data\IMG\right_2020_09_18_18_58_18_069.jpg, 0, 1, 0, 5.545506
E:\CSE\AI&ML\complete_self_driving_car_udemy\data\IMG\center_2020_09_18_18_58_18_171.jpg, E:\CSE\AI&ML\complete_self_driving_car_udemy\data\IMG\left_2020_09_18_18_58_18_171.jpg, E:\CSE\AI&ML\complete_self_driving_car_udemy\data\IMG\right_2020_09_18_18_58_18_171.jpg, 0, 0.9667027, 0, 6.690397
